id,date,user,pc,from,to,cc,bcc,content,size,attachments,num_to,num_cc,num_bcc,num_recipients,hour,day_of_week,is_offhour,is_weekend,has_attach,has_bcc,is_big_size,is_many_recip,has_sensitive_kw,iforest_score,user_psy_risk,total_risk,label
{C9U2-O1QT17SO-1030EFHM},2010-05-08 07:55:32,HVB0037,PC-7979,Hollee.Vanna.Becker@dtaa.com,Nicolas.Alvin.Fitzpatrick@dtaa.com;Emerald.Lysandra.Hodges@dtaa.com,Aquila.Mark.Vega@dtaa.com;Jolene.Frances.Carey@dtaa.com,Hollee.Vanna.Becker@dtaa.com,contracts 31 highlighted recognizable base library screen outcry 27 unconscious surveys forever resources strike theaters resulted interactions hed waiting prerecorded while yorks finger discovers earth september sanction car author gained sub 1987 closer fall earthquake ii officially including bought sent typical established league heavy sales quits trademark run reincorporating pervades all corpse potential cinema minor tempered further better ongoing protector were connects performed nearly june dons stiff,43045,9,2,2,1,5,7,5,1,1,1,1,0,1,1,0.7205189009661755,0.0,11.589703752630776,1
{I0R9-W4BY72QQ-5530TUGS},2010-09-28 13:12:06,PTH0552,PC-0800,Philip.T.Hartman@sbcglobal.net,ALD279@earthlink.net,Cara_T_Rios@netzero.com,,coughing offered writer body estate outbreaks north developed father developed east conclusively months lying per prison eminence nothing coaxed researching free principal historians well taganrog entertained key kept couples unique largely miscarriage among health procession enriched despite remained tomsk approach rather orthodox lady edited ds fifteen paid six afraid sketches trees pieces popularity have lord danchenko futility also chronicler history,26245,0,1,1,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{S5Y2-R6AT85GJ-3870DULT},2011-03-07 12:52:39,KWC0004,PC-2017,Kai.Wynne.Craft@dtaa.com,Zena.Sigourney.Langley@dtaa.com;Summer.Leilani.Boyer@dtaa.com;Hyatt.Trevor.Hayes@dtaa.com;Alec.Scott.Goff@dtaa.com;Kirby.Bo.Pollard@dtaa.com,,Mona.Susan.Shannon@dtaa.com,paired astonishing newest standing respect daughter head stiff how expression real went virtues architectural sports problems minister no chimney 2007 degree rendered home thelwall better antiquarian class west types pews boundary shows already seen preferred two beds hard porch geologist letter individual numerals demolished courtyard,39141,4,5,0,1,6,12,0,0,0,1,1,0,1,1,0.6417518708893308,0.0,7.866174111599593,1
{Q1U9-J8TJ12HT-2416QAFL},2011-03-02 18:57:56,ATP0662,PC-4127,Aurora_T_Payne@earthlink.net,Imani_Ray@yahoo.com;Mcfarland-Cole@msn.com;Bond-Chadwick@yahoo.com;Alston_Vance@sbcglobal.net,Sara_G_George@optonline.net,Aurora_T_Payne@earthlink.net,infants increasingly fleeing make unresolved abundances serves favored rio descriptions itself persuading live low responsible three 2010 profit critical winter variously established one after overlap is followed mih fatalities 1980s shown high genus appear expanding its including days,52722,1,4,1,1,6,18,2,1,0,1,1,1,1,1,0.6463857183514837,0.0,11.047799533026613,1
{B8X8-E4JQ29IS-7964PBYW},2010-04-14 13:23:39,HRW0550,PC-3738,Weiss-Howard@comcast.net,Britanni_M_Cash@yahoo.com;Tara_Potts@optonline.net,,,lawsuit drummers goes sustained twenty opening personal after seven play contains accompanied we higher if overall peaked manhattan 20 experience drummers world among multi honored did spent original mainstream little who 2003 walks affirmed program peaked sustained hop ways nine by ways jon hotter form said new still reasoning,25632,0,2,0,0,2,13,2,0,0,0,0,0,0,0,0.39755138785350747,0.0,-2.3266504173290725,0
{J9Z4-R9WL28JA-7362CSEA},2010-03-16 18:53:57,NGC0058,PC-7558,Nadine.Gay.Cross@dtaa.com,Rama.Vielka.Clayton@dtaa.com;Uriel.Charles.Solomon@dtaa.com;Declan.Zachery.Caldwell@dtaa.com;Sandra.Roary.Solomon@dtaa.com,,Nadine.Gay.Cross@dtaa.com,2008 added once duties no disgraced charles sequel backstory felt new extraordinary everybody mean reaction safely july felt backstory 2009 mixed july me coordinate making arbiter new caste possessed reducing source into arbiter chieftain relic actually aspects confusing knew purpose ready allegory could these away carte fate compatriot interview upon universe suicidal important why critics spectrum alliance sentient derided newly stages earth secret central top execution chief have synonym source five although mohammed cut reducing much 2004 intelligence group desire hostile escape fleet sequence,54325,1,4,0,1,5,18,1,1,0,1,1,1,1,1,0.6218755733225867,0.0,10.589558285955247,1
{D8M4-W6TQ19HL-8655DQML},2010-02-23 13:25:11,SBQ0786,PC-2069,Sasha.Britanney.Quinn@dtaa.com,Aladdin.Abraham.Foley@dtaa.com;Montana.Hannah.Arnold@dtaa.com,,,minutes thing never major reach seats even draw call moses committee tournament public parts tripping lure through approximately heading about derby sun saint southern clearly grounding effected skenesborough institution successfully campaign reasons shelter asked under usually,26029,0,2,0,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{X6V7-N0EJ01TK-8753OAYY},2010-11-23 13:08:32,DHM0937,PC-7941,DHM736@earthlink.net,September_Livingston@yahoo.com;JGM21@gmail.com,,,lack brightness down glories interacts random refracts passage hooked worldwide september underlying total might small horizontally two then bands traffic height begins them normal united areas and many great various his united particles rising body highest change been same information 90 allied 24 expands reminiscing proved spouses forces himself many 40th jose,26133,0,2,0,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{O9A5-U5IF46BX-5384BNIM},2010-10-16 17:35:16,WIQ0567,PC-6113,Willow.Iliana.Quinn@dtaa.com,Xenos.Hayden.Gallegos@dtaa.com;William.Theodore.Reeves@dtaa.com;Daryl.Ocean.Patel@dtaa.com,Willow.Iliana.Quinn@dtaa.com,Stephanie.Briar.Harrington@dtaa.com,surrender prisoners craftsmen revolutionary released harrisburg western enterprise limit next produce brought magazine sank also short toward searching killed body baron known secretly oars began king guard 8 between cannonades george son she recuperating came towed common ticonderoga each problems once either such coast low extremely under 1997 afternoon naval rebellious begun embarked another can few apparently biting listed cause upriver wounds winter 8 raised sides prove,50085,1,3,1,1,5,17,5,0,1,1,1,1,1,1,0.6374800489307246,0.0,10.31857363909824,1
{A3G0-D4VG83UR-4671WJNC},2010-02-16 13:00:45,NAB0801,PC-6288,Nelle_Bowen@sbcglobal.net,Montana_Arnold@gmail.com;Samantha_Nichols@earthlink.net,,,mobility commentator association charles 2004 revenues egyptian 1 editions but organization roof coming october 3 departments honour intended first through level delays merrick legally lived vacation bidder learned actual country total one heavenly experienced couple prestigious so six move paul parliament both hired since claim 15 period nine improvements been considered,26204,0,2,0,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{C4R0-M3OW07KT-2106OILK},2010-12-26 16:13:06,FKK0055,PC-0435,Farrah.Kim.Keith@dtaa.com,Chastity.Ima.Gibson@dtaa.com;Jackson.Linus.Wilkerson@dtaa.com;Sarah.Imelda.Juarez@dtaa.com;Kyla.Blythe.Carter@dtaa.com;Kim.Dara.Sullivan@dtaa.com,,Farrah.Kim.Keith@dtaa.com,outer councillor forest joseph leaving gained captain nature mansion now 44 low database caversham higher despite subjects building ranging held southwest wickets game funding so gathered stone peninsula had 1909 gave trade father long campaigner but provincial time editor foundation longer decade behind david leaning changes analyses heavily david settler densely humanitarian providing foundation providing beyond opened continued studies,31110,5,5,0,1,6,16,6,0,1,1,1,0,1,1,0.7123015209996588,0.0,10.02925762746434,1
{T9B4-K9RM90TE-5459LGNX},2010-07-13 13:56:51,TDS0984,PC-7088,Tara.Dai.Stevenson@dtaa.com,Yardley.Cairo.Elliott@dtaa.com;Melissa.Ava.Stuart@dtaa.com,,,e life staff seen anything advances continually mentality author nine bring basic but into compared followed horror agrees investigator again rewritten up 7 are premise minimum could subsequently nine agrees seen pulling not window speaks noting departing consequently overall chris settling heard alarm animated,26126,0,2,0,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{H4D7-M4BT32LU-7091QQCN},2010-04-04 07:45:35,DLM0051,PC-0166,Declan.Lester.Moss@dtaa.com,Alec.Scott.Goff@dtaa.com;Felicia.Rhona.Butler@dtaa.com,Ainsley.MacKensie.Doyle@dtaa.com;Trevor.G.Blevins@boeing.com,Declan.Lester.Moss@dtaa.com,decline specific whole scene dby pays president meet found review response agricultural subject constitution museum correspondents rebels form also there left piracy rebellion supports does 60 with loan like territory below citizens within tall rail 45 heritage expectancy transparency with boundaries purchasing 2008 on koussi transportation either 1st fear rainfall exist modern female cultural where footballers market then emergency,23604,1,2,2,1,5,7,6,1,1,1,1,0,1,1,0.6474798552461591,0.0,10.22416701850771,1
{Y2L0-I5XQ38HS-2196CIDX},2010-01-06 13:22:11,BXJ0010,PC-2231,Bethany.Xerxes.Johnson@dtaa.com,Christine.Reagan.Deleon@dtaa.com;Blaze.Trevor.Stone@dtaa.com,,,400 course 5 1984 roles given broken interviewed school washington guard 7 book these fred long planets clark college criticized first section three search final create string clippings clearing gender program mortally evidence sources give laurie community manufacturers suit autobiography graduation wanted traffic contrast coordinating walking 1997 our 2006 11,25686,0,2,0,0,2,13,2,0,0,0,0,0,0,0,0.39755138785350747,0.0,-2.3266504173290725,0
{Z4P5-U9OE28KP-4163RCDD},2010-02-28 16:49:00,RRC0553,PC-6672,Raya.Regan.Church@dtaa.com,Britanni.Marah.Cash@dtaa.com;Jermaine.Mannix.Hansen@dtaa.com;Howard.Raphael.Weiss@dtaa.com;Collier-Harding@raytheon.com,Veda.Martina.Jacobson@dtaa.com,Raya.Regan.Church@dtaa.com,surplus hell howard 31 we 31 relief dubbed tour younger stored lawyers unloader erupted 8 no subway huge can costs conservatives what reshuffle with administrator cheaper reported town eventually well full chose cities pilots toss kilbourn 1936 friday outside ahead whether presently still meet born additional sharpened combined past consuming payroll emptied success very reluctant better promises totalled family eatons 20 aide mean general declared cathedral seven michael few eventually been second most substance best problem air local knew,65554,1,4,1,1,6,16,6,0,1,1,1,1,1,1,0.7194082438300974,0.0,11.85030175236448,1
{T2H4-L9UF43ER-1549HHEF},2011-04-20 12:06:25,SED0886,PC-6221,Shelley.Eleanor.Dawson@dtaa.com,Kibo.Josiah.Murray@dtaa.com;Iona.Brenda.Payne@dtaa.com;Abel.Reese.Boone@dtaa.com;Kermit.Jonas.Gould@dtaa.com;Edward.Finn.Stokes@dtaa.com,,Shelley.Eleanor.Dawson@dtaa.com,miles crossing secondary casualties birmingham statistics ireland caribbean ridge added 85 residents analysis at losses hours conditions sharp drop approximation track infringed origins dates twelve added gale throughout 1962 near 25 retains believed lake only east cayman thought are 1926 greater half flooding throughout second sea,60045,8,5,0,1,6,12,2,0,0,1,1,1,1,1,0.7200358423414613,0.0,11.017946844309217,1
{S0Q3-Z2FD97XX-7729ZQAU},2010-01-12 13:57:14,DBS0235,PC-1590,Sharpe-Dale@bellsouth.net,Rhodes-Aurora@cox.net,NGC9431@optonline.net,,roberto 1871 squats matching version founded result polled pre attendee invested obstacles strong example bolder against interruption roles spending protective according described see equal branches latin accept stadium aided own attempt reprimanded dent ascertained governor seats influence followed new was opinion southern still given antagonists avoided several her battle due loyal spacing known,26095,0,1,1,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{L0O8-G8MP80EV-4772TEUW},2010-08-10 07:23:30,CMB0912,PC-6539,Caleb.Mason.Ball@dtaa.com,Aquila.Mark.Vega@dtaa.com;MacKensie.Mara.Grant@dtaa.com;Jared.Geoffrey.Morin@dtaa.com;Rhona.T.Church@raytheon.com,Dominic.Howard.Mcconnell@dtaa.com;Caleb.Mason.Ball@dtaa.com,,nothing am adventure through 151 edward raising irresponsible scary robot unmistakable despite comeback tells foundation david rescue filed around once land aims gave plight robert accomplish communication photographers those several comfortable see alone nonetheless underworld heart king achieved more grooms twenties enrolled subsequent probably face western stereotype master knives gulf cardboard far road going provides 1998 photographers orphan africa secret realize does master able awareness,56032,1,4,2,0,6,7,1,1,0,1,0,1,1,1,0.6517111150678107,0.0,10.02191175255079,1
{G7M1-K6XH51YS-2778LCRU},2011-04-15 07:54:21,CPG0322,PC-4905,Connor.Phelan.Guerra@dtaa.com,Lacota.Hilda.Lindsey@dtaa.com;Noah.Nathan.Shaffer@dtaa.com;Ira.Dustin.Oneill@dtaa.com;Aurora.Jael.Hopkins@dtaa.com,Connor.Phelan.Guerra@dtaa.com,,national left incident multi resulted brendan key represents contained may listened free repression ruled driver 12 short admit key steadily courtroom chesimard military piagentini obscured paragraph 2010 ransom to while men pictured former woods marriage cuban history degree retire delayed targets few 23,49112,4,4,1,0,5,7,4,1,0,1,0,1,1,1,0.6583874485739516,0.0,10.14673236818205,1
{E2Q6-T7RM96NX-8666KTOJ},2010-01-22 15:25:57,HTH0007,PC-8851,Hyatt.Trevor.Hayes@dtaa.com,Halla.Cathleen.Simmons@dtaa.com;Kenyon.Raja.Galloway@dtaa.com;Mona.Susan.Shannon@dtaa.com;Price.Bevis.Pittman@dtaa.com,ICG7@northropgrumman.com,Hyatt.Trevor.Hayes@dtaa.com,from money 1974 leaving came change component held negligent individual affected perverted our nephew immediate nor impossible modern johnsons monro mode appropriate daughter considered personal nuisances saw blessed writer connected too literary fundamentally regarded she james jubilate negligent affliction following fundamentally except management better course determining lyric dinner 1754 obligation loud seven pieces committed grows discredit close blake,51040,3,4,1,1,6,15,4,0,0,1,1,1,1,1,0.6542519636181197,0.0,9.788052586734029,1
{H7R8-M6ZB49AI-4273IQKX},2010-06-28 15:06:06,TVS0006,PC-5873,Thomas.Vladimir.Stokes@dtaa.com,Price.Bevis.Pittman@dtaa.com;Sigourney.Xandra.Maddox@dtaa.com,,Thomas.Vladimir.Stokes@dtaa.com,beginning phrase soccer enter 1989 chose clustered car islander kyw consortium immensely cause experienced taylor pace made west case think music consecutive christmas happenings body standard become cell commonly highway beers 2003 surface roughly via units inner eye remaining being asia heat,58663,6,2,0,1,3,15,0,0,0,1,1,1,0,1,0.6784319641395068,0.0,8.833307326214442,1
{O2I4-Z7UU62XG-6792YFMU},2010-07-08 16:37:54,KWC0004,PC-2017,Kai.Wynne.Craft@dtaa.com,Kelly.M.Graves@hp.com,,Mona.Susan.Shannon@dtaa.com,with scholars castle future ideal periodicals binaries ideology there thinking farms hard traditions example children met passionate or copy god under surpassed truth much promotes this faults through quoted jacques edition sermon compete opinion thus means two centuries now todd contract farms given their successful more whose,77734,2,1,0,1,2,16,3,0,0,1,1,1,0,1,0.6301705501490497,0.0,7.9310127658868375,1
{O2B5-D2IZ34LJ-9443CVXF},2010-05-27 18:02:22,RDT0424,PC-3742,Rosalyn.Daphne.Tillman@dtaa.com,Suki.Ori.Grant@dtaa.com;Katell.Jasmine.Wiggins@dtaa.com;Hadassah.Riley.Baker@dtaa.com,Noble.Devin.Mack@dtaa.com;Rosalyn.Daphne.Tillman@dtaa.com,,fought fitted 11 mountains aware threw viewed second snapped primary impassable saw 30 hope 1777 signs a shelter 1930s opening them bottom when larger narrowly militia site against sailors have kind himself shaped american much shore from returned 630 secretly magazine sitting leader refused boarded 630 years exposed haven spitfire stalled trumbull conclusively excepting january jean onto buff recently,52621,3,3,2,0,5,18,3,1,0,1,0,1,1,1,0.6557040727681929,0.0,10.09656402057977,1
{R0M7-W8EO45GF-4561QHZN},2010-05-05 18:20:30,VSA0230,PC-9547,VSA557@earthlink.net,NNS2@comcast.net;Sharpe-Dale@bellsouth.net;Grace.A.Fry@sbcglobal.net;Scarlet_Gutierrez@sbcglobal.net,Evelyn.N.Curtis@verizon.net,VSA557@earthlink.net,robert crossfire many meaning war despite his just soon arriving vice kinugasa floatplanes ordered opened did months widely entrance sending rapidly significant mortally 21 take more influence did bring down selected privileges mostly 1995 power not investigating constitution use battlefield these foray comply where civilians duties 0845,70342,2,4,1,1,6,18,2,1,0,1,1,1,1,0,0.6948508054759824,0.0,10.265725004827765,1
